,SENADOR,UF,PARTIDO,VOTO,file
0,        ,PL,1166/2020,Ementa:          Estabelece teto de 20% ao ano para todas as modalidades de crédito ofertadas por,PL 1166_2020.pdf
0,      ,PL,1277/2020,"Ementa:         Inclui § 1º-A ao art. 44 da Lei nº 9.394, de 20 de dezembro de 1996, para prever a",PL 1277_2020.pdf
2,Acir Gurgacz                                                  ,RO,PDT,Sim,PL 1277_2020.pdf
3,Alessandro Vieira                                              ,SE,CIDADANIA,Sim,PL 1277_2020.pdf
4,Alvaro Dias                                                    ,PR,PODEMOS,P-NRV,PL 1277_2020.pdf
5,Angelo Coronel                                                ,BA,PSD,Sim,PL 1277_2020.pdf
6,Antonio Anastasia                                             ,MG,PSD,Sim,PL 1277_2020.pdf
7,Arolde de Oliveira                                             ,RJ,PSD,P-NRV,PL 1277_2020.pdf
8,Carlos Fávaro                                                 ,MT,PSD,Sim,PL 1277_2020.pdf
9,Carlos Viana                                                  ,MG,PSD,Sim,PL 1277_2020.pdf
10,Chico Rodrigues                                               ,RR,DEM,Sim,PL 1277_2020.pdf
11,Cid Gomes                                                     ,CE,PDT,P-NRV,PL 1277_2020.pdf
12,Ciro Nogueira                                                  ,PI,PP,Sim,PL 1277_2020.pdf
13,Confúcio Moura                                                ,RO,MDB,P-NRV,PL 1277_2020.pdf
14,Daniella Ribeiro                                               ,PB,PP,Sim,PL 1277_2020.pdf
15,Dário Berger                                                   ,SC,MDB,Sim,PL 1277_2020.pdf
16,Davi Alcolumbre                                               ,AP,DEM,Presidente (art. 51 RISF),PL 1277_2020.pdf
17,Eduardo Braga                                                 ,AM,MDB,Sim,PL 1277_2020.pdf
18,Eduardo Girão                                                 ,CE,PODEMOS,Sim,PL 1277_2020.pdf
19,Eduardo Gomes                                                 ,TO,MDB,Sim,PL 1277_2020.pdf
20,Eliziane Gama                                                 ,MA,CIDADANIA,Sim,PL 1277_2020.pdf
21,Elmano Férrer                                                  ,PI,PODEMOS,Sim,PL 1277_2020.pdf
22,Esperidião Amin                                                ,SC,PP,Sim,PL 1277_2020.pdf
23,Fabiano Contarato                                              ,ES,REDE,Sim,PL 1277_2020.pdf
24,Fernando Bezerra Coelho                                        ,PE,MDB,Sim,PL 1277_2020.pdf
25,Fernando Collor                                               ,AL,PROS,Sim,PL 1277_2020.pdf
26,Flávio Arns                                                    ,PR,REDE,Sim,PL 1277_2020.pdf
27,Flávio Bolsonaro                                               ,RJ,S/Partido,P-NRV,PL 1277_2020.pdf
28,Humberto Costa                                                 ,PE,PT,P-NRV,PL 1277_2020.pdf
0,      ,PL,1277/2020,"Ementa:         Inclui § 1º-A ao art. 44 da Lei nº 9.394, de 20 de dezembro de 1996, para prever a",PL 1277_2020.pdf
2,Irajá                                                          ,TO,PSD,Sim,PL 1277_2020.pdf
3,Izalci Lucas                                                   ,DF,PSDB,Sim,PL 1277_2020.pdf
4,Jader Barbalho                                                 ,PA,MDB,P-NRV,PL 1277_2020.pdf
5,Jaques Wagner                                                  ,BA,PT,Sim,PL 1277_2020.pdf
6,Jarbas Vasconcelos                                             ,PE,MDB,Sim,PL 1277_2020.pdf
7,Jayme Campos                                                  ,MT,DEM,Sim,PL 1277_2020.pdf
8,Paul Prates                                               ,RN,PT,Sim,PL 1277_2020.pdf
9,Jorge Kajuru                                                  ,GO,CIDADANIA,Sim,PL 1277_2020.pdf
10,Jorginho Mello                                                 ,SC,PL,Sim,PL 1277_2020.pdf
11,José Maranhão                                                  ,PB,MDB,Sim,PL 1277_2020.pdf
12,José Serra                                                     ,SP,PSDB,Sim,PL 1277_2020.pdf
13,Kátia Abreu                                                    ,TO,PP,P-NRV,PL 1277_2020.pdf
14,Lasier Martins                                                 ,RS,PODEMOS,Sim,PL 1277_2020.pdf
15,Leila Barros                                                   ,DF,PSB,Sim,PL 1277_2020.pdf
16,Lucas Barreto                                                  ,AP,PSD,Sim,PL 1277_2020.pdf
17,Luis Carlos Heinze                                             ,RS,PP,Sim,PL 1277_2020.pdf
18,Luiz Carlos do Carmo                                          ,GO,MDB,Sim,PL 1277_2020.pdf
19,Mailza Gomes                                                   ,AC,PP,P-NRV,PL 1277_2020.pdf
20,Major Olimpio                                                  ,SP,PSL,Sim,PL 1277_2020.pdf
21,Mara Gabrilli                                                  ,SP,PSDB,LS,PL 1277_2020.pdf
22,Marcelo Castro                                                 ,PI,MDB,Sim,PL 1277_2020.pdf
23,Marcio Bittar                                                  ,AC,MDB,Sim,PL 1277_2020.pdf
24,Marcos do Val                                                  ,ES,PODEMOS,Sim,PL 1277_2020.pdf
25,Marcos Rogério                                                 ,RO,DEM,Sim,PL 1277_2020.pdf
26,Maria do Carmo Alves                                           ,SE,DEM,P-NRV,PL 1277_2020.pdf
27,Mecias de Jesus                                                ,RR,REPUBLICANOS,Sim,PL 1277_2020.pdf
28,Nelsinho Trad                                                 ,MS,PSD,Sim,PL 1277_2020.pdf
0,      ,PL,1277/2020,"Ementa:         Inclui § 1º-A ao art. 44 da Lei nº 9.394, de 20 de dezembro de 1996, para prever a",PL 1277_2020.pdf
2,Omar Aziz                                                     ,AM,PSD,Sim,PL 1277_2020.pdf
3,Oriovisto Guimarães                                           ,PR,PODEMOS,Sim,PL 1277_2020.pdf
4,Otto Alencar                                                  ,BA,PSD,Sim,PL 1277_2020.pdf
5,Paulo Paim                                                    ,RS,PT,Sim,PL 1277_2020.pdf
6,Paulo Rocha                                                   ,PA,PT,Sim,PL 1277_2020.pdf
7,Plínio Valério                                                ,AM,PSDB,Sim,PL 1277_2020.pdf
8,Randolfe Rodrigues                                            ,AP,REDE,Sim,PL 1277_2020.pdf
9,Reguffe                                                       ,DF,PODEMOS,Sim,PL 1277_2020.pdf
10,Renan Calheiros                                               ,AL,MDB,P-NRV,PL 1277_2020.pdf
11,Roberto Rocha                                                 ,MA,PSDB,Sim,PL 1277_2020.pdf
12,Rodrigo Cunha                                                 ,AL,PSDB,Sim,PL 1277_2020.pdf
13,Rodrigo Pacheco                                               ,MG,DEM,Sim,PL 1277_2020.pdf
14,Rogério Carvalho                                              ,SE,PT,Sim,PL 1277_2020.pdf
15,Romário                                                        ,RJ,PODEMOS,Sim,PL 1277_2020.pdf
16,Rose de Freitas                                               ,ES,PODEMOS,Sim,PL 1277_2020.pdf
17,Sérgio Petecão                                                ,AC,PSD,Sim,PL 1277_2020.pdf
18,Simone Tebet                                                  ,MS,MDB,Sim,PL 1277_2020.pdf
19,Soraya Thronicke                                              ,MS,PSL,Sim,PL 1277_2020.pdf
20,Styvenson Valentim                                            ,RN,PODEMOS,Sim,PL 1277_2020.pdf
21,Tasso Jereissati                                              ,CE,PSDB,P-NRV,PL 1277_2020.pdf
22,Telmário Mota                                                 ,RR,PROS,Sim,PL 1277_2020.pdf
23,Vanderlan Cardoso                                             ,GO,PSD,Sim,PL 1277_2020.pdf
24,Veneziano Vital do Rêgo                                       ,PB,PSB,Sim,PL 1277_2020.pdf
25,Wellington Fagundes                                           ,MT,PL,Sim,PL 1277_2020.pdf
26,Weverton                                                      ,MA,PDT,Sim,PL 1277_2020.pdf
27,Zenaide Maia                                                  ,RN,PROS,Sim,PL 1277_2020.pdf
28,Zequinha Marinho                                              ,PA,PSC,P-NRV,PL 1277_2020.pdf
0,       ,PL,1277/2020,"Ementa:          Inclui § 1º-A ao art. 44 da Lei nº 9.394, de 20 de dezembro de 1996, para prever a",PL 1277_2020.pdf
0,      ,PL,1304/2020,"Ementa:         Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos",PL 1304_2020.pdf
2,Acir Gurgacz                                                  ,RO,PDT,Não,PL 1304_2020.pdf
3,Alessandro Vieira                                              ,SE,CIDADANIA,Sim,PL 1304_2020.pdf
4,Alvaro Dias                                                   ,PR,PODEMOS,P-NRV,PL 1304_2020.pdf
5,Angelo Coronel                                                ,BA,PSD,Não,PL 1304_2020.pdf
6,Antonio Anastasia                                             ,MG,PSD,Não,PL 1304_2020.pdf
7,Arolde de Oliveira                                             ,RJ,PSD,Não,PL 1304_2020.pdf
8,Carlos Fávaro                                                 ,MT,PSD,Não,PL 1304_2020.pdf
9,Carlos Viana                                                  ,MG,PSD,Não,PL 1304_2020.pdf
10,Chico Rodrigues                                               ,RR,DEM,Não,PL 1304_2020.pdf
11,Cid Gomes                                                     ,CE,PDT,P-NRV,PL 1304_2020.pdf
12,Ciro Nogueira                                                  ,PI,PP,Não,PL 1304_2020.pdf
13,Confúcio Moura                                                ,RO,MDB,Não,PL 1304_2020.pdf
14,Daniella Ribeiro                                              ,PB,PP,Não,PL 1304_2020.pdf
15,Dário Berger                                                  ,SC,MDB,Não,PL 1304_2020.pdf
16,Davi Alcolumbre                                               ,AP,DEM,Presidente (art. 51 RISF),PL 1304_2020.pdf
17,Eduardo Braga                                                 ,AM,MDB,Não,PL 1304_2020.pdf
18,Eduardo Girão                                                 ,CE,PODEMOS,Sim,PL 1304_2020.pdf
19,Eduardo Gomes                                                 ,TO,MDB,Não,PL 1304_2020.pdf
20,Eliziane Gama                                                 ,MA,CIDADANIA,Sim,PL 1304_2020.pdf
21,Elmano Férrer                                                  ,PI,PODEMOS,Não,PL 1304_2020.pdf
22,Esperidião Amin                                               ,SC,PP,Não,PL 1304_2020.pdf
23,Fabiano Contarato                                              ,ES,REDE,Sim,PL 1304_2020.pdf
24,Fernando Bezerra Coelho                                        ,PE,MDB,Não,PL 1304_2020.pdf
25,Fernando Collor                                               ,AL,PROS,Sim,PL 1304_2020.pdf
26,Flávio Arns                                                   ,PR,REDE,Sim,PL 1304_2020.pdf
27,Flávio Bolsonaro                                               ,RJ,S/Partido,Não,PL 1304_2020.pdf
28,Humberto Costa                                                 ,PE,PT,P-NRV,PL 1304_2020.pdf
0,      ,PL,1304/2020,"Ementa:         Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos",PL 1304_2020.pdf
2,Irajá                                                          ,TO,PSD,Não,PL 1304_2020.pdf
3,Izalci Lucas                                                   ,DF,PSDB,Não,PL 1304_2020.pdf
4,Jader Barbalho                                                 ,PA,MDB,P-NRV,PL 1304_2020.pdf
5,Jaques Wagner                                                 ,BA,PT,Sim,PL 1304_2020.pdf
6,Jarbas Vasconcelos                                             ,PE,MDB,Não,PL 1304_2020.pdf
7,Jayme Campos                                                  ,MT,DEM,Não,PL 1304_2020.pdf
8,Paul Prates                                              ,RN,PT,Sim,PL 1304_2020.pdf
9,Jorge Kajuru                                                  ,GO,CIDADANIA,Sim,PL 1304_2020.pdf
10,Jorginho Mello                                                 ,SC,PL,Não,PL 1304_2020.pdf
11,José Maranhão                                                  ,PB,MDB,Não,PL 1304_2020.pdf
12,José Serra                                                     ,SP,PSDB,P-NRV,PL 1304_2020.pdf
